Data;Data.X;Data.Y
AntonPaar.Orca.Common.DataTypes.Data;105;0
AntonPaar.Orca.Common.DataTypes.Data;106;0
AntonPaar.Orca.Common.DataTypes.Data;107;0
AntonPaar.Orca.Common.DataTypes.Data;108;0
AntonPaar.Orca.Common.DataTypes.Data;109;0
AntonPaar.Orca.Common.DataTypes.Data;110;0
AntonPaar.Orca.Common.DataTypes.Data;111;0
AntonPaar.Orca.Common.DataTypes.Data;112;0
AntonPaar.Orca.Common.DataTypes.Data;113;0
AntonPaar.Orca.Common.DataTypes.Data;114;0
AntonPaar.Orca.Common.DataTypes.Data;115;0
AntonPaar.Orca.Common.DataTypes.Data;116;0
AntonPaar.Orca.Common.DataTypes.Data;117;0
AntonPaar.Orca.Common.DataTypes.Data;118;0
AntonPaar.Orca.Common.DataTypes.Data;119;0
AntonPaar.Orca.Common.DataTypes.Data;120;0
AntonPaar.Orca.Common.DataTypes.Data;121;0
AntonPaar.Orca.Common.DataTypes.Data;122;0
AntonPaar.Orca.Common.DataTypes.Data;123;0
AntonPaar.Orca.Common.DataTypes.Data;124;0
AntonPaar.Orca.Common.DataTypes.Data;125;0
AntonPaar.Orca.Common.DataTypes.Data;126;0
AntonPaar.Orca.Common.DataTypes.Data;127;0
AntonPaar.Orca.Common.DataTypes.Data;128;0
AntonPaar.Orca.Common.DataTypes.Data;129;0
AntonPaar.Orca.Common.DataTypes.Data;130;0
AntonPaar.Orca.Common.DataTypes.Data;131;0
AntonPaar.Orca.Common.DataTypes.Data;132;0
AntonPaar.Orca.Common.DataTypes.Data;133;0
AntonPaar.Orca.Common.DataTypes.Data;134;0
AntonPaar.Orca.Common.DataTypes.Data;135;0
AntonPaar.Orca.Common.DataTypes.Data;136;0
AntonPaar.Orca.Common.DataTypes.Data;137;0
AntonPaar.Orca.Common.DataTypes.Data;138;0
AntonPaar.Orca.Common.DataTypes.Data;139;0
AntonPaar.Orca.Common.DataTypes.Data;140;0
AntonPaar.Orca.Common.DataTypes.Data;141;0
AntonPaar.Orca.Common.DataTypes.Data;142;0
AntonPaar.Orca.Common.DataTypes.Data;143;0
AntonPaar.Orca.Common.DataTypes.Data;144;0
AntonPaar.Orca.Common.DataTypes.Data;145;0
AntonPaar.Orca.Common.DataTypes.Data;146;0
AntonPaar.Orca.Common.DataTypes.Data;147;0
AntonPaar.Orca.Common.DataTypes.Data;148;0
AntonPaar.Orca.Common.DataTypes.Data;149;0
AntonPaar.Orca.Common.DataTypes.Data;150;0
AntonPaar.Orca.Common.DataTypes.Data;151;0
AntonPaar.Orca.Common.DataTypes.Data;152;0
AntonPaar.Orca.Common.DataTypes.Data;153;0
AntonPaar.Orca.Common.DataTypes.Data;154;0
AntonPaar.Orca.Common.DataTypes.Data;155;0
AntonPaar.Orca.Common.DataTypes.Data;156;0
AntonPaar.Orca.Common.DataTypes.Data;157;0
AntonPaar.Orca.Common.DataTypes.Data;158;0
AntonPaar.Orca.Common.DataTypes.Data;159;0
AntonPaar.Orca.Common.DataTypes.Data;160;0
AntonPaar.Orca.Common.DataTypes.Data;161;0
AntonPaar.Orca.Common.DataTypes.Data;162;0
AntonPaar.Orca.Common.DataTypes.Data;163;0
AntonPaar.Orca.Common.DataTypes.Data;164;0
AntonPaar.Orca.Common.DataTypes.Data;165;0
AntonPaar.Orca.Common.DataTypes.Data;166;0
AntonPaar.Orca.Common.DataTypes.Data;167;0
AntonPaar.Orca.Common.DataTypes.Data;168;0
AntonPaar.Orca.Common.DataTypes.Data;169;0
AntonPaar.Orca.Common.DataTypes.Data;170;0
AntonPaar.Orca.Common.DataTypes.Data;171;0
AntonPaar.Orca.Common.DataTypes.Data;172;0
AntonPaar.Orca.Common.DataTypes.Data;173;0
AntonPaar.Orca.Common.DataTypes.Data;174;0
AntonPaar.Orca.Common.DataTypes.Data;175;0
AntonPaar.Orca.Common.DataTypes.Data;176;0
AntonPaar.Orca.Common.DataTypes.Data;177;0
AntonPaar.Orca.Common.DataTypes.Data;178;0
AntonPaar.Orca.Common.DataTypes.Data;179;0
AntonPaar.Orca.Common.DataTypes.Data;180;0
AntonPaar.Orca.Common.DataTypes.Data;181;0
AntonPaar.Orca.Common.DataTypes.Data;182;0
AntonPaar.Orca.Common.DataTypes.Data;183;0
AntonPaar.Orca.Common.DataTypes.Data;184;0
AntonPaar.Orca.Common.DataTypes.Data;185;0
AntonPaar.Orca.Common.DataTypes.Data;186;0
AntonPaar.Orca.Common.DataTypes.Data;187;0
AntonPaar.Orca.Common.DataTypes.Data;188;0
AntonPaar.Orca.Common.DataTypes.Data;189;0
AntonPaar.Orca.Common.DataTypes.Data;190;0
AntonPaar.Orca.Common.DataTypes.Data;191;0
AntonPaar.Orca.Common.DataTypes.Data;192;0
AntonPaar.Orca.Common.DataTypes.Data;193;0
AntonPaar.Orca.Common.DataTypes.Data;194;0
AntonPaar.Orca.Common.DataTypes.Data;195;0
AntonPaar.Orca.Common.DataTypes.Data;196;0
AntonPaar.Orca.Common.DataTypes.Data;197;0
AntonPaar.Orca.Common.DataTypes.Data;198;0
AntonPaar.Orca.Common.DataTypes.Data;199;0
AntonPaar.Orca.Common.DataTypes.Data;200;17340
AntonPaar.Orca.Common.DataTypes.Data;201;20168
AntonPaar.Orca.Common.DataTypes.Data;202;22996
AntonPaar.Orca.Common.DataTypes.Data;203;25484
AntonPaar.Orca.Common.DataTypes.Data;204;27972
AntonPaar.Orca.Common.DataTypes.Data;205;29654
AntonPaar.Orca.Common.DataTypes.Data;206;31337
AntonPaar.Orca.Common.DataTypes.Data;207;32132
AntonPaar.Orca.Common.DataTypes.Data;208;32927
AntonPaar.Orca.Common.DataTypes.Data;209;32948
AntonPaar.Orca.Common.DataTypes.Data;210;32970
AntonPaar.Orca.Common.DataTypes.Data;211;32441
AntonPaar.Orca.Common.DataTypes.Data;212;31913
AntonPaar.Orca.Common.DataTypes.Data;213;31072
AntonPaar.Orca.Common.DataTypes.Data;214;30232
AntonPaar.Orca.Common.DataTypes.Data;215;29268
AntonPaar.Orca.Common.DataTypes.Data;216;28304
AntonPaar.Orca.Common.DataTypes.Data;217;27335
AntonPaar.Orca.Common.DataTypes.Data;218;26366
AntonPaar.Orca.Common.DataTypes.Data;219;25446
AntonPaar.Orca.Common.DataTypes.Data;220;24526
AntonPaar.Orca.Common.DataTypes.Data;221;23684
AntonPaar.Orca.Common.DataTypes.Data;222;22843
AntonPaar.Orca.Common.DataTypes.Data;223;22068
AntonPaar.Orca.Common.DataTypes.Data;224;21293
AntonPaar.Orca.Common.DataTypes.Data;225;20576
AntonPaar.Orca.Common.DataTypes.Data;226;19860
AntonPaar.Orca.Common.DataTypes.Data;227;19185
AntonPaar.Orca.Common.DataTypes.Data;228;18510
AntonPaar.Orca.Common.DataTypes.Data;229;17868
AntonPaar.Orca.Common.DataTypes.Data;230;17226
AntonPaar.Orca.Common.DataTypes.Data;231;16614
AntonPaar.Orca.Common.DataTypes.Data;232;16002
AntonPaar.Orca.Common.DataTypes.Data;233;15419
AntonPaar.Orca.Common.DataTypes.Data;234;14837
AntonPaar.Orca.Common.DataTypes.Data;235;14288
AntonPaar.Orca.Common.DataTypes.Data;236;13739
AntonPaar.Orca.Common.DataTypes.Data;237;13231
AntonPaar.Orca.Common.DataTypes.Data;238;12723
AntonPaar.Orca.Common.DataTypes.Data;239;12261
AntonPaar.Orca.Common.DataTypes.Data;240;11800
AntonPaar.Orca.Common.DataTypes.Data;241;11393
AntonPaar.Orca.Common.DataTypes.Data;242;10987
AntonPaar.Orca.Common.DataTypes.Data;243;10639
AntonPaar.Orca.Common.DataTypes.Data;244;10292
AntonPaar.Orca.Common.DataTypes.Data;245;9996
AntonPaar.Orca.Common.DataTypes.Data;246;9700
AntonPaar.Orca.Common.DataTypes.Data;247;9461
AntonPaar.Orca.Common.DataTypes.Data;248;9223
AntonPaar.Orca.Common.DataTypes.Data;249;9048
AntonPaar.Orca.Common.DataTypes.Data;250;8873
AntonPaar.Orca.Common.DataTypes.Data;251;8749
AntonPaar.Orca.Common.DataTypes.Data;252;8626
AntonPaar.Orca.Common.DataTypes.Data;253;8553
AntonPaar.Orca.Common.DataTypes.Data;254;8480
AntonPaar.Orca.Common.DataTypes.Data;255;8458
AntonPaar.Orca.Common.DataTypes.Data;256;8437
AntonPaar.Orca.Common.DataTypes.Data;257;8462
AntonPaar.Orca.Common.DataTypes.Data;258;8487
AntonPaar.Orca.Common.DataTypes.Data;259;8556
AntonPaar.Orca.Common.DataTypes.Data;260;8626
AntonPaar.Orca.Common.DataTypes.Data;261;8730
AntonPaar.Orca.Common.DataTypes.Data;262;8834
AntonPaar.Orca.Common.DataTypes.Data;263;8977
AntonPaar.Orca.Common.DataTypes.Data;264;9120
AntonPaar.Orca.Common.DataTypes.Data;265;9280
AntonPaar.Orca.Common.DataTypes.Data;266;9440
AntonPaar.Orca.Common.DataTypes.Data;267;9601
AntonPaar.Orca.Common.DataTypes.Data;268;9763
AntonPaar.Orca.Common.DataTypes.Data;269;9920
AntonPaar.Orca.Common.DataTypes.Data;270;10077
AntonPaar.Orca.Common.DataTypes.Data;271;10210
AntonPaar.Orca.Common.DataTypes.Data;272;10344
AntonPaar.Orca.Common.DataTypes.Data;273;10435
AntonPaar.Orca.Common.DataTypes.Data;274;10526
AntonPaar.Orca.Common.DataTypes.Data;275;10564
AntonPaar.Orca.Common.DataTypes.Data;276;10603
AntonPaar.Orca.Common.DataTypes.Data;277;10569
AntonPaar.Orca.Common.DataTypes.Data;278;10535
AntonPaar.Orca.Common.DataTypes.Data;279;10418
AntonPaar.Orca.Common.DataTypes.Data;280;10301
AntonPaar.Orca.Common.DataTypes.Data;281;10106
AntonPaar.Orca.Common.DataTypes.Data;282;9912
AntonPaar.Orca.Common.DataTypes.Data;283;9647
AntonPaar.Orca.Common.DataTypes.Data;284;9382
AntonPaar.Orca.Common.DataTypes.Data;285;9054
AntonPaar.Orca.Common.DataTypes.Data;286;8726
AntonPaar.Orca.Common.DataTypes.Data;287;8359
AntonPaar.Orca.Common.DataTypes.Data;288;7992
AntonPaar.Orca.Common.DataTypes.Data;289;7605
AntonPaar.Orca.Common.DataTypes.Data;290;7219
AntonPaar.Orca.Common.DataTypes.Data;291;6831
AntonPaar.Orca.Common.DataTypes.Data;292;6443
AntonPaar.Orca.Common.DataTypes.Data;293;6067
AntonPaar.Orca.Common.DataTypes.Data;294;5691
AntonPaar.Orca.Common.DataTypes.Data;295;5344
AntonPaar.Orca.Common.DataTypes.Data;296;4997
AntonPaar.Orca.Common.DataTypes.Data;297;4684
AntonPaar.Orca.Common.DataTypes.Data;298;4371
AntonPaar.Orca.Common.DataTypes.Data;299;4096
AntonPaar.Orca.Common.DataTypes.Data;300;3821
AntonPaar.Orca.Common.DataTypes.Data;301;3582
AntonPaar.Orca.Common.DataTypes.Data;302;3343
AntonPaar.Orca.Common.DataTypes.Data;303;3142
AntonPaar.Orca.Common.DataTypes.Data;304;2942
AntonPaar.Orca.Common.DataTypes.Data;305;2775
AntonPaar.Orca.Common.DataTypes.Data;306;2608
AntonPaar.Orca.Common.DataTypes.Data;307;2467
AntonPaar.Orca.Common.DataTypes.Data;308;2327
AntonPaar.Orca.Common.DataTypes.Data;309;2210
AntonPaar.Orca.Common.DataTypes.Data;310;2093
AntonPaar.Orca.Common.DataTypes.Data;311;1996
AntonPaar.Orca.Common.DataTypes.Data;312;1899
AntonPaar.Orca.Common.DataTypes.Data;313;1819
AntonPaar.Orca.Common.DataTypes.Data;314;1739
AntonPaar.Orca.Common.DataTypes.Data;315;1672
AntonPaar.Orca.Common.DataTypes.Data;316;1605
AntonPaar.Orca.Common.DataTypes.Data;317;1550
AntonPaar.Orca.Common.DataTypes.Data;318;1496
AntonPaar.Orca.Common.DataTypes.Data;319;1458
AntonPaar.Orca.Common.DataTypes.Data;320;1420
AntonPaar.Orca.Common.DataTypes.Data;321;1386
AntonPaar.Orca.Common.DataTypes.Data;322;1353
AntonPaar.Orca.Common.DataTypes.Data;323;1324
AntonPaar.Orca.Common.DataTypes.Data;324;1295
AntonPaar.Orca.Common.DataTypes.Data;325;1280
AntonPaar.Orca.Common.DataTypes.Data;326;1266
AntonPaar.Orca.Common.DataTypes.Data;327;1252
AntonPaar.Orca.Common.DataTypes.Data;328;1239
AntonPaar.Orca.Common.DataTypes.Data;329;1230
AntonPaar.Orca.Common.DataTypes.Data;330;1222
AntonPaar.Orca.Common.DataTypes.Data;331;1227
AntonPaar.Orca.Common.DataTypes.Data;332;1232
AntonPaar.Orca.Common.DataTypes.Data;333;1242
AntonPaar.Orca.Common.DataTypes.Data;334;1252
AntonPaar.Orca.Common.DataTypes.Data;335;1268
AntonPaar.Orca.Common.DataTypes.Data;336;1285
AntonPaar.Orca.Common.DataTypes.Data;337;1312
AntonPaar.Orca.Common.DataTypes.Data;338;1339
AntonPaar.Orca.Common.DataTypes.Data;339;1376
AntonPaar.Orca.Common.DataTypes.Data;340;1413
AntonPaar.Orca.Common.DataTypes.Data;341;1463
AntonPaar.Orca.Common.DataTypes.Data;342;1513
AntonPaar.Orca.Common.DataTypes.Data;343;1580
AntonPaar.Orca.Common.DataTypes.Data;344;1648
AntonPaar.Orca.Common.DataTypes.Data;345;1735
AntonPaar.Orca.Common.DataTypes.Data;346;1822
AntonPaar.Orca.Common.DataTypes.Data;347;1934
AntonPaar.Orca.Common.DataTypes.Data;348;2046
AntonPaar.Orca.Common.DataTypes.Data;349;2179
AntonPaar.Orca.Common.DataTypes.Data;350;2312
AntonPaar.Orca.Common.DataTypes.Data;351;2458
AntonPaar.Orca.Common.DataTypes.Data;352;2604
AntonPaar.Orca.Common.DataTypes.Data;353;2756
AntonPaar.Orca.Common.DataTypes.Data;354;2908
AntonPaar.Orca.Common.DataTypes.Data;355;3061
AntonPaar.Orca.Common.DataTypes.Data;356;3214
AntonPaar.Orca.Common.DataTypes.Data;357;3346
AntonPaar.Orca.Common.DataTypes.Data;358;3478
AntonPaar.Orca.Common.DataTypes.Data;359;3565
AntonPaar.Orca.Common.DataTypes.Data;360;3652
AntonPaar.Orca.Common.DataTypes.Data;361;3690
AntonPaar.Orca.Common.DataTypes.Data;362;3728
AntonPaar.Orca.Common.DataTypes.Data;363;3706
AntonPaar.Orca.Common.DataTypes.Data;364;3685
AntonPaar.Orca.Common.DataTypes.Data;365;3609
AntonPaar.Orca.Common.DataTypes.Data;366;3533
AntonPaar.Orca.Common.DataTypes.Data;367;3410
AntonPaar.Orca.Common.DataTypes.Data;368;3288
AntonPaar.Orca.Common.DataTypes.Data;369;3127
AntonPaar.Orca.Common.DataTypes.Data;370;2967
AntonPaar.Orca.Common.DataTypes.Data;371;2798
AntonPaar.Orca.Common.DataTypes.Data;372;2630
AntonPaar.Orca.Common.DataTypes.Data;373;2461
AntonPaar.Orca.Common.DataTypes.Data;374;2293
AntonPaar.Orca.Common.DataTypes.Data;375;2131
AntonPaar.Orca.Common.DataTypes.Data;376;1970
AntonPaar.Orca.Common.DataTypes.Data;377;1832
AntonPaar.Orca.Common.DataTypes.Data;378;1695
AntonPaar.Orca.Common.DataTypes.Data;379;1582
AntonPaar.Orca.Common.DataTypes.Data;380;1469
AntonPaar.Orca.Common.DataTypes.Data;381;1375
AntonPaar.Orca.Common.DataTypes.Data;382;1281
AntonPaar.Orca.Common.DataTypes.Data;383;1203
AntonPaar.Orca.Common.DataTypes.Data;384;1126
AntonPaar.Orca.Common.DataTypes.Data;385;1065
AntonPaar.Orca.Common.DataTypes.Data;386;1005
AntonPaar.Orca.Common.DataTypes.Data;387;960
AntonPaar.Orca.Common.DataTypes.Data;388;915
AntonPaar.Orca.Common.DataTypes.Data;389;875
AntonPaar.Orca.Common.DataTypes.Data;390;835
AntonPaar.Orca.Common.DataTypes.Data;391;796
AntonPaar.Orca.Common.DataTypes.Data;392;758
AntonPaar.Orca.Common.DataTypes.Data;393;728
AntonPaar.Orca.Common.DataTypes.Data;394;698
AntonPaar.Orca.Common.DataTypes.Data;395;675
AntonPaar.Orca.Common.DataTypes.Data;396;653
AntonPaar.Orca.Common.DataTypes.Data;397;629
AntonPaar.Orca.Common.DataTypes.Data;398;605
AntonPaar.Orca.Common.DataTypes.Data;399;582
AntonPaar.Orca.Common.DataTypes.Data;400;559
AntonPaar.Orca.Common.DataTypes.Data;401;538
AntonPaar.Orca.Common.DataTypes.Data;402;518
AntonPaar.Orca.Common.DataTypes.Data;403;501
AntonPaar.Orca.Common.DataTypes.Data;404;484
AntonPaar.Orca.Common.DataTypes.Data;405;467
AntonPaar.Orca.Common.DataTypes.Data;406;450
AntonPaar.Orca.Common.DataTypes.Data;407;433
AntonPaar.Orca.Common.DataTypes.Data;408;417
AntonPaar.Orca.Common.DataTypes.Data;409;404
AntonPaar.Orca.Common.DataTypes.Data;410;391
AntonPaar.Orca.Common.DataTypes.Data;411;380
AntonPaar.Orca.Common.DataTypes.Data;412;370
AntonPaar.Orca.Common.DataTypes.Data;413;360
AntonPaar.Orca.Common.DataTypes.Data;414;350
AntonPaar.Orca.Common.DataTypes.Data;415;340
AntonPaar.Orca.Common.DataTypes.Data;416;330
AntonPaar.Orca.Common.DataTypes.Data;417;319
AntonPaar.Orca.Common.DataTypes.Data;418;309
AntonPaar.Orca.Common.DataTypes.Data;419;299
AntonPaar.Orca.Common.DataTypes.Data;420;290
AntonPaar.Orca.Common.DataTypes.Data;421;283
AntonPaar.Orca.Common.DataTypes.Data;422;276
AntonPaar.Orca.Common.DataTypes.Data;423;269
AntonPaar.Orca.Common.DataTypes.Data;424;263
AntonPaar.Orca.Common.DataTypes.Data;425;256
AntonPaar.Orca.Common.DataTypes.Data;426;249
AntonPaar.Orca.Common.DataTypes.Data;427;242
AntonPaar.Orca.Common.DataTypes.Data;428;236
AntonPaar.Orca.Common.DataTypes.Data;429;232
AntonPaar.Orca.Common.DataTypes.Data;430;228
AntonPaar.Orca.Common.DataTypes.Data;431;225
AntonPaar.Orca.Common.DataTypes.Data;432;222
AntonPaar.Orca.Common.DataTypes.Data;433;222
AntonPaar.Orca.Common.DataTypes.Data;434;222
AntonPaar.Orca.Common.DataTypes.Data;435;225
AntonPaar.Orca.Common.DataTypes.Data;436;228
AntonPaar.Orca.Common.DataTypes.Data;437;232
AntonPaar.Orca.Common.DataTypes.Data;438;236
AntonPaar.Orca.Common.DataTypes.Data;439;243
AntonPaar.Orca.Common.DataTypes.Data;440;251
AntonPaar.Orca.Common.DataTypes.Data;441;253
AntonPaar.Orca.Common.DataTypes.Data;442;256
AntonPaar.Orca.Common.DataTypes.Data;443;256
AntonPaar.Orca.Common.DataTypes.Data;444;256
AntonPaar.Orca.Common.DataTypes.Data;445;256
AntonPaar.Orca.Common.DataTypes.Data;446;256
AntonPaar.Orca.Common.DataTypes.Data;447;256
AntonPaar.Orca.Common.DataTypes.Data;448;257
AntonPaar.Orca.Common.DataTypes.Data;449;253
AntonPaar.Orca.Common.DataTypes.Data;450;250
AntonPaar.Orca.Common.DataTypes.Data;451;243
AntonPaar.Orca.Common.DataTypes.Data;452;236
AntonPaar.Orca.Common.DataTypes.Data;453;229
AntonPaar.Orca.Common.DataTypes.Data;454;222
AntonPaar.Orca.Common.DataTypes.Data;455;215
AntonPaar.Orca.Common.DataTypes.Data;456;209
AntonPaar.Orca.Common.DataTypes.Data;457;201
AntonPaar.Orca.Common.DataTypes.Data;458;194
AntonPaar.Orca.Common.DataTypes.Data;459;191
AntonPaar.Orca.Common.DataTypes.Data;460;189
AntonPaar.Orca.Common.DataTypes.Data;461;189
AntonPaar.Orca.Common.DataTypes.Data;462;189
AntonPaar.Orca.Common.DataTypes.Data;463;189
AntonPaar.Orca.Common.DataTypes.Data;464;189
AntonPaar.Orca.Common.DataTypes.Data;465;189
AntonPaar.Orca.Common.DataTypes.Data;466;189
AntonPaar.Orca.Common.DataTypes.Data;467;189
AntonPaar.Orca.Common.DataTypes.Data;468;189
AntonPaar.Orca.Common.DataTypes.Data;469;192
AntonPaar.Orca.Common.DataTypes.Data;470;195
AntonPaar.Orca.Common.DataTypes.Data;471;198
AntonPaar.Orca.Common.DataTypes.Data;472;202
AntonPaar.Orca.Common.DataTypes.Data;473;202
AntonPaar.Orca.Common.DataTypes.Data;474;202
AntonPaar.Orca.Common.DataTypes.Data;475;202
AntonPaar.Orca.Common.DataTypes.Data;476;202
AntonPaar.Orca.Common.DataTypes.Data;477;205
AntonPaar.Orca.Common.DataTypes.Data;478;209
AntonPaar.Orca.Common.DataTypes.Data;479;212
AntonPaar.Orca.Common.DataTypes.Data;480;216
AntonPaar.Orca.Common.DataTypes.Data;481;216
AntonPaar.Orca.Common.DataTypes.Data;482;216
AntonPaar.Orca.Common.DataTypes.Data;483;216
AntonPaar.Orca.Common.DataTypes.Data;484;216
AntonPaar.Orca.Common.DataTypes.Data;485;218
AntonPaar.Orca.Common.DataTypes.Data;486;221
AntonPaar.Orca.Common.DataTypes.Data;487;224
AntonPaar.Orca.Common.DataTypes.Data;488;228
AntonPaar.Orca.Common.DataTypes.Data;489;232
AntonPaar.Orca.Common.DataTypes.Data;490;236
AntonPaar.Orca.Common.DataTypes.Data;491;242
AntonPaar.Orca.Common.DataTypes.Data;492;249
AntonPaar.Orca.Common.DataTypes.Data;493;256
AntonPaar.Orca.Common.DataTypes.Data;494;263
AntonPaar.Orca.Common.DataTypes.Data;495;269
AntonPaar.Orca.Common.DataTypes.Data;496;276
AntonPaar.Orca.Common.DataTypes.Data;497;286
AntonPaar.Orca.Common.DataTypes.Data;498;296
AntonPaar.Orca.Common.DataTypes.Data;499;306
AntonPaar.Orca.Common.DataTypes.Data;500;316
AntonPaar.Orca.Common.DataTypes.Data;501;326
AntonPaar.Orca.Common.DataTypes.Data;502;337
AntonPaar.Orca.Common.DataTypes.Data;503;350
AntonPaar.Orca.Common.DataTypes.Data;504;364
AntonPaar.Orca.Common.DataTypes.Data;505;377
AntonPaar.Orca.Common.DataTypes.Data;506;391
AntonPaar.Orca.Common.DataTypes.Data;507;407
AntonPaar.Orca.Common.DataTypes.Data;508;423
AntonPaar.Orca.Common.DataTypes.Data;509;439
